"dating_id","entity_id","date_type","depth_dating","dating_thickness","lab_num","material_dated","min_weight","max_weight","uncorr_age","uncorr_age_uncert_pos","uncorr_age_uncert_neg","14C_correction","calib_used","date_used","238U_content","238U_uncertainty","232Th_content","232Th_uncertainty","230Th_content","230Th_uncertainty","230Th_232Th_ratio","230Th_232Th_ratio_uncertainty","230Th_238U_activity","230Th_238U_activity_uncertainty","234U_238U_activity","234U_238U_activity_uncertainty","ini_230Th_232Th_ratio","ini_230Th_232Th_ratio_uncertainty","decay_constant","corr_age","corr_age_uncert_pos","corr_age_uncert_neg","date_used_lin_interp","date_used_lin_reg","date_used_Bchron","date_used_Bacon","date_used_OxCal","date_used_copRa","date_used_StalAge"
150,11,"MC-ICP-MS U/Th",1.5,NA,"KS06A-H1","calcite",NA,NA,4010,20,20,NA,NA,"yes",930,2,10500,200,NA,NA,20.36075312,0.370195511,0.0755,4e-04,2.0832,0.0031,0.814430125,0.203607531,"Cheng et al. 2000",3800,60,60,"yes","yes",NA,NA,NA,"yes","yes"
151,11,"MC-ICP-MS U/Th",12.8,NA,"KS06A-H2","calcite",NA,NA,5580,20,20,NA,NA,"yes",1135,3,2660,60,NA,NA,131.4194065,3.701955113,0.1004,4e-04,2.0034,0.0028,0.814430125,0.203607531,"Cheng et al. 2000",5490,30,30,"yes","yes",NA,NA,NA,"yes","yes"
152,11,"MC-ICP-MS U/Th",23.3,NA,"KS06A-H5","calcite",NA,NA,7450,30,30,NA,NA,"yes",2190,4,9900,200,NA,NA,85.88535863,1.665879801,0.1267,4e-04,1.9086,0.003,0.814430125,0.203607531,"Cheng et al. 2000",7320,40,40,"yes","yes",NA,NA,NA,"yes","yes"
153,11,"MC-ICP-MS U/Th",25.8,NA,"KS06A-H6","calcite",NA,NA,8070,30,30,NA,NA,"yes",2596,5,9700,200,NA,NA,111.0586534,1.850977557,0.1348,5e-04,1.879,0.0027,0.814430125,0.203607531,"Cheng et al. 2000",7960,40,40,"yes","yes",NA,NA,NA,"yes","yes"
154,11,"MC-ICP-MS U/Th",26.5,NA,"KS06A-H7","calcite",NA,NA,8410,30,30,NA,NA,"yes",3035,4,8500,200,NA,NA,151.7801597,3.701955113,0.1394,4e-04,1.8668,0.0024,0.814430125,0.203607531,"Cheng et al. 2000",8310,30,30,"yes","yes",NA,NA,NA,"yes","yes"
155,11,"MC-ICP-MS U/Th",27.3,NA,"KS06A-H8","calcite",NA,NA,8640,30,30,NA,NA,"yes",3871,6,960,20,NA,NA,1758.428679,37.01955113,0.1422,4e-04,1.8573,0.0025,0.814430125,0.203607531,"Cheng et al. 2000",8570,30,30,"yes","yes",NA,NA,NA,"yes","yes"
156,11,"MC-ICP-MS U/Th",31.8,NA,"KS06A-H3","calcite",NA,NA,9550,50,50,NA,NA,"yes",3530,10,11200,200,NA,NA,170.2899352,3.701955113,0.1768,8e-04,2.0936,0.0035,0.814430125,0.203607531,"Cheng et al. 2000",9450,60,60,"yes","yes",NA,NA,NA,"yes","yes"
157,12,"Event; hiatus",10.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,12,"Event; hiatus",20.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,12,"Event; hiatus",22.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,12,"MC-ICP-MS U/Th",0.3,NA,"KS06A-1","calcite",NA,NA,53300,200,200,NA,NA,"yes",3072,7,3290,70,NA,NA,1869.487332,37.01955113,0.6557,0.0021,1.6478,0.0021,0.814430125,0.407215062,"Cheng et al. 2000",53300,400,400,NA,NA,NA,NA,NA,NA,NA
161,12,"MC-ICP-MS U/Th",1.8,NA,"KS06A-2","calcite",NA,NA,65100,200,200,NA,NA,"yes",1254,2,900,20,NA,NA,3330,74.03910227,0.7835,0.0016,1.6837,0.0018,0.814430125,0.407215062,"Cheng et al. 2000",65000,300,300,NA,NA,NA,NA,NA,NA,NA
162,12,"MC-ICP-MS U/Th",3.3,NA,"KS06A-1","calcite",NA,NA,74700,300,300,NA,NA,"yes",762,1,3820,40,NA,NA,536.7834915,7.403910227,0.8913,0.0023,1.7258,0.003,0.814430125,0.407215062,"Cheng et al. 2000",74600,500,500,NA,NA,NA,NA,NA,NA,NA
163,12,"MC-ICP-MS U/Th",3.5,NA,"KS06A-3","calcite",NA,NA,76500,300,300,NA,NA,"yes",1438,3,550,10,NA,NA,6830.107184,148.0782045,0.8464,0.0021,1.6154,0.002,0.814430125,0.407215062,"Cheng et al. 2000",76500,500,500,NA,NA,NA,NA,NA,NA,NA
164,12,"MC-ICP-MS U/Th",5.1,NA,"KS06A-4","calcite",NA,NA,79000,400,400,NA,NA,"yes",2414,5,373,8,NA,NA,16473.70026,370.1955113,0.8304,0.0024,1.5523,0.002,0.814430125,0.407215062,"Cheng et al. 2000",79000,500,500,NA,NA,NA,NA,NA,NA,NA
165,12,"MC-ICP-MS U/Th",6.8,NA,"KS06A-5","calcite",NA,NA,81000,400,400,NA,NA,"yes",3498,9,560,10,NA,NA,16103.50474,370.1955113,0.849,0.0025,1.5596,0.0021,0.814430125,0.407215062,"Cheng et al. 2000",80900,600,600,NA,NA,NA,NA,NA,NA,NA
166,12,"MC-ICP-MS U/Th",8.3,NA,"KS06A-6","calcite",NA,NA,81900,400,400,NA,NA,"yes",2759,6,670,20,NA,NA,11290.9631,185.0977557,0.9027,0.0026,1.6391,0.0022,0.814430125,0.407215062,"Cheng et al. 2000",81900,600,600,NA,NA,NA,NA,NA,NA,NA
167,12,"MC-ICP-MS U/Th",9.5,NA,"KS06A-7","calcite",NA,NA,84700,300,300,NA,NA,"yes",1136,2,4220,90,NA,NA,838.4928332,16.65879801,1.0207,0.002,1.7996,0.0019,0.814430125,0.407215062,"Cheng et al. 2000",84600,400,400,NA,NA,NA,NA,NA,NA,NA
168,12,"MC-ICP-MS U/Th",10.5,NA,"KS06A-1","calcite",NA,NA,93700,300,300,NA,NA,"yes",271,1,6740,70,NA,NA,140.4891966,1.480782045,1.1436,0.0022,1.8751,0.0019,0.814430125,0.407215062,"Cheng et al. 2000",93300,600,600,NA,NA,NA,NA,NA,NA,NA
169,12,"MC-ICP-MS U/Th",10.8,NA,"KS06A-8","calcite",NA,NA,94600,300,300,NA,NA,"yes",303,1,22400,500,NA,NA,48.12541648,0.925488778,1.163,0.0018,1.8932,0.0019,0.814430125,0.407215062,"Cheng et al. 2000",93600,1200,1200,NA,NA,NA,NA,NA,NA,NA
170,12,"MC-ICP-MS U/Th",12.3,NA,"KS06A-9","calcite",NA,NA,96100,200,200,NA,NA,"yes",318,1,11300,300,NA,NA,96.25083295,3.701955113,1.1253,0.0015,1.8182,0.0019,0.814430125,0.407215062,"Cheng et al. 2000",95500,700,700,NA,NA,NA,NA,NA,NA,NA
171,12,"MC-ICP-MS U/Th",13.7,NA,"KS06A-10","calcite",NA,NA,97400,200,200,NA,NA,"yes",429,1,2310,50,NA,NA,610.8225937,12.9568429,1.0767,0.0013,1.7295,0.0018,0.814430125,0.407215062,"Cheng et al. 2000",97300,400,400,NA,NA,NA,NA,NA,NA,NA
172,12,"MC-ICP-MS U/Th",14.2,NA,"KS06A-11","calcite",NA,NA,99900,300,300,NA,NA,"yes",953,1,1070,20,NA,NA,2720.937008,55.5293267,0.9987,0.0015,1.5877,0.0018,0.814430125,0.407215062,"Cheng et al. 2000",99800,500,500,NA,NA,NA,NA,NA,NA,NA
173,12,"MC-ICP-MS U/Th",14.8,NA,"KS06A-12","calcite",NA,NA,101400,300,300,NA,NA,"yes",1446,2,520,10,NA,NA,8107.281699,166.5879801,0.9636,0.0015,1.5222,0.0017,0.814430125,0.407215062,"Cheng et al. 2000",101400,500,500,NA,NA,NA,NA,NA,NA,NA
174,12,"MC-ICP-MS U/Th",15,NA,"KS06A-2","calcite",NA,NA,101700,400,400,NA,NA,"yes",2053,3,3970,40,NA,NA,1490.036933,16.65879801,0.9427,0.0022,1.489,0.0015,0.814430125,0.407215062,"Cheng et al. 2000",101600,600,600,NA,NA,NA,NA,NA,NA,NA
175,12,"MC-ICP-MS U/Th",15.2,NA,"KS06A-26","calcite",NA,NA,102600,400,400,NA,NA,"yes",1859,3,2500,50,NA,NA,2184.153517,55.5293267,0.9605,0.0019,1.5073,0.0016,0.814430125,0.407215062,"Cheng et al. 2000",102500,600,600,NA,NA,NA,NA,NA,NA,NA
176,12,"MC-ICP-MS U/Th",15.8,NA,"KS08-127-1","calcite",NA,NA,103200,400,400,NA,NA,"yes",2451,4,2210,50,NA,NA,3128.152071,74.03910227,0.9235,0.0021,1.449,0.0018,0.814430125,0.407215062,"Cheng et al. 2000",103100,700,700,NA,NA,NA,NA,NA,NA,NA
177,12,"MC-ICP-MS U/Th",16,NA,"KS08-1-27-3","calcite",NA,NA,103400,500,500,NA,NA,"yes",2818,5,3260,70,NA,NA,2406.270824,55.5293267,0.9109,0.0022,1.4291,0.002,0.814430125,0.407215062,"Cheng et al. 2000",103300,700,700,NA,NA,NA,NA,NA,NA,NA
178,12,"MC-ICP-MS U/Th",16.5,NA,"KS06A-14","calcite",NA,NA,104100,300,300,NA,NA,"yes",1646,2,3320,70,NA,NA,1425.252719,37.01955113,0.9373,0.0016,1.461,0.0017,0.814430125,0.407215062,"Cheng et al. 2000",104000,500,500,NA,NA,NA,NA,NA,NA,NA
179,12,"MC-ICP-MS U/Th",23.8,NA,"KS06A-3","calcite",NA,NA,189100,1000,1000,NA,NA,"yes",640,1,1820,20,NA,NA,1351.213616,18.50977557,1.2642,0.0025,1.4366,0.0014,0.814430125,0.407215062,"Cheng et al. 2000",189000,1600,1600,NA,NA,NA,NA,NA,NA,NA
180,12,"MC-ICP-MS U/Th",24.1,NA,"KS06A-28-2","calcite",NA,NA,190200,1000,1000,NA,NA,"yes",615,1,830,20,NA,NA,2850.505437,55.5293267,1.2638,0.002,1.4331,0.0017,0.814430125,0.407215062,"Cheng et al. 2000",190100,1500,1500,NA,NA,NA,NA,NA,NA,NA
181,12,"MC-ICP-MS U/Th",24.2,NA,"KS06A-16","calcite",NA,NA,192000,1000,1000,NA,NA,"yes",833,1,1210,30,NA,NA,2665.407682,55.5293267,1.2691,0.002,1.4334,0.0016,0.814430125,0.407215062,"Cheng et al. 2000",191900,1500,1500,NA,NA,NA,NA,NA,NA,NA
182,12,"MC-ICP-MS U/Th",27.5,NA,"KS06A-29","calcite",NA,NA,198600,1100,1100,NA,NA,"yes",1210,2,2090,40,NA,NA,2276.702395,55.5293267,1.2941,0.0023,1.4405,0.0017,0.814430125,0.407215062,"Cheng et al. 2000",198500,1700,1700,NA,NA,NA,NA,NA,NA,NA
183,12,"MC-ICP-MS U/Th",28.9,NA,"KS06A-18","calcite",NA,NA,203300,1100,1100,NA,NA,"yes",412,1,1130,30,NA,NA,1517.801597,37.01955113,1.366,0.0022,1.4975,0.0018,0.814430125,0.407215062,"Cheng et al. 2000",203200,1700,1700,NA,NA,NA,NA,NA,NA,NA
184,12,"MC-ICP-MS U/Th",29.1,NA,"KS08-1-30-1","calcite",NA,NA,203900,2100,2100,NA,NA,"yes",510,1,1740,40,NA,NA,1240.154963,37.01955113,1.3842,0.0054,1.5133,0.0017,0.814430125,0.407215062,"Cheng et al. 2000",203800,3300,3300,NA,NA,NA,NA,NA,NA,NA
185,12,"MC-ICP-MS U/Th",29.5,NA,"KS06A-30","calcite",NA,NA,208400,1100,1100,NA,NA,"yes",391,1,1540,30,NA,NA,1018.037656,18.50977557,1.322,0.002,1.4433,0.0017,0.814430125,0.407215062,"Cheng et al. 2000",208300,1700,1700,NA,NA,NA,NA,NA,NA,NA
186,12,"MC-ICP-MS U/Th",31.1,NA,"KS06A-19","calcite",NA,NA,211100,1200,1200,NA,NA,"yes",703,1,710,20,NA,NA,3664.935562,74.03910227,1.2044,0.0018,1.327,0.0016,0.814430125,0.407215062,"Cheng et al. 2000",211100,1900,1900,NA,NA,NA,NA,NA,NA,NA
187,12,"MC-ICP-MS U/Th",32.5,NA,"KS06A-20","calcite",NA,NA,215500,1600,1600,NA,NA,"yes",2115,3,2390,50,NA,NA,3331.759602,74.03910227,1.2346,0.0026,1.3465,0.0017,0.814430125,0.407215062,"Cheng et al. 2000",215400,2400,2400,NA,NA,NA,NA,NA,NA,NA
188,12,"MC-ICP-MS U/Th",32.6,NA,"KS06A-31","calcite",NA,NA,216500,1700,1700,NA,NA,"yes",2953,5,6900,200,NA,NA,1536.311372,37.01955113,1.1761,0.0028,1.2904,0.0016,0.814430125,0.407215062,"Cheng et al. 2000",216400,2700,2700,NA,NA,NA,NA,NA,NA,NA
189,12,"MC-ICP-MS U/Th",33.3,NA,"KS08-1-32-1","calcite",NA,NA,222700,1400,1400,NA,NA,"yes",1297,2,530,20,NA,NA,9995.278806,185.0977557,1.3513,0.0025,1.44,0.0016,0.814430125,0.407215062,"Cheng et al. 2000",222700,2200,2200,NA,NA,NA,NA,NA,NA,NA
190,12,"MC-ICP-MS U/Th",34.1,NA,"KS06A-21","calcite",NA,NA,225100,1300,1300,NA,NA,"yes",760,1,220,5,NA,NA,14067.42943,370.1955113,1.3675,0.002,1.45,0.0017,0.814430125,0.407215062,"Cheng et al. 2000",225100,2000,2000,NA,NA,NA,NA,NA,NA,NA
191,12,"MC-ICP-MS U/Th",34.3,NA,"KS08-1-32-2","calcite",NA,NA,227800,1500,1500,NA,NA,"yes",884,1,300,6,NA,NA,12586.64739,370.1955113,1.3832,0.0026,1.459,0.0017,0.814430125,0.407215062,"Cheng et al. 2000",227800,2400,2400,NA,NA,NA,NA,NA,NA,NA
192,12,"MC-ICP-MS U/Th",36.5,NA,"KS06A-34","calcite",NA,NA,230600,1400,1400,NA,NA,"yes",605,1,164,4,NA,NA,14992.91821,370.1955113,1.3268,0.0021,1.4029,0.0016,0.814430125,0.407215062,"Cheng et al. 2000",230600,2200,2200,NA,NA,NA,NA,NA,NA,NA
193,12,"MC-ICP-MS U/Th",36.8,NA,"KS06A-23","calcite",NA,NA,231100,1300,1300,NA,NA,"yes",595,1,24,1,NA,NA,101248.4724,5552.93267,1.3437,0.002,1.4173,0.0016,0.814430125,0.407215062,"Cheng et al. 2000",231100,2100,2100,NA,NA,NA,NA,NA,NA,NA
194,12,"MC-ICP-MS U/Th",38.5,NA,"KS06A-35","calcite",NA,NA,232000,1500,1500,NA,NA,"yes",704,1,147,3,NA,NA,19805.45986,555.293267,1.3497,0.0023,1.4211,0.0017,0.814430125,0.407215062,"Cheng et al. 2000",231900,2300,2300,NA,NA,NA,NA,NA,NA,NA
195,12,"MC-ICP-MS U/Th",39.7,NA,"KS06A-25","calcite",NA,NA,235200,1300,1300,NA,NA,"yes",672,1,550,10,NA,NA,4979.129628,111.0586534,1.3216,0.0019,1.3905,0.0015,0.814430125,0.407215062,"Cheng et al. 2000",235100,2100,2100,NA,NA,NA,NA,NA,NA,NA
196,13,"Event; hiatus",35.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"yes",NA,NA,"yes","yes"
197,13,"MC-ICP-MS U/Th",8,NA,"KS06B-2","calcite",NA,NA,259600,2200,2200,NA,NA,"yes",3702,5,3700,80,NA,NA,3646.425787,74.03910227,1.1953,0.0023,1.2467,0.0015,0.814430125,0.407215062,"Cheng et al. 2000",259500,2800,2800,"yes",NA,"yes",NA,NA,"yes","yes"
198,13,"MC-ICP-MS U/Th",8.5,NA,"KS06B-2","calcite",NA,NA,260600,2700,2700,NA,NA,"yes",2583,5,5200,100,NA,NA,1850,37.01955113,1.211,0.0029,1.2591,0.0017,0.814430125,0.407215062,"Cheng et al. 2000",260500,3400,3400,"yes",NA,"yes",NA,NA,"yes","yes"
199,13,"MC-ICP-MS U/Th",9,NA,"KS06B-3","calcite",NA,NA,264400,4400,4400,NA,NA,"yes",2037,6,29407,60,NA,NA,2628.388131,55.5293267,1.2449,0.0053,1.2837,0.0016,0.814430125,0.407215062,"Cheng et al. 2000",264400,5400,5400,"yes",NA,"yes",NA,NA,"yes","yes"
200,13,"MC-ICP-MS U/Th",10.5,NA,"KS06B-3","calcite",NA,NA,279700,2500,2500,NA,NA,"yes",600,1,300,6,NA,NA,7533.478656,166.5879801,1.2362,0.0021,1.261,0.0015,0.814430125,0.407215062,"Cheng et al. 2000",279600,3100,3100,"yes",NA,"yes",NA,NA,"yes","yes"
201,13,"MC-ICP-MS U/Th",14,NA,"KS06B-4","calcite",NA,NA,284300,3700,3700,NA,NA,"yes",1535,3,500,10,NA,NA,11457.55108,240.6270824,1.2153,0.0034,1.2395,0.0015,0.814430125,0.407215062,"Cheng et al. 2000",284200,4600,4600,"yes",NA,"yes",NA,NA,"yes","yes"
202,13,"MC-ICP-MS U/Th",16.5,NA,"KS06B-3","calcite",NA,NA,293600,3000,3000,NA,NA,"yes",1421,2,620,6,NA,NA,8940.221599,92.54887784,1.2841,0.0027,1.2882,0.0013,0.814430125,0.407215062,"Cheng et al. 2000",293600,3800,3800,"yes",NA,"yes",NA,NA,"yes","yes"
203,13,"MC-ICP-MS U/Th",17,NA,"KS06B-5","calcite",NA,NA,293800,4800,4800,NA,NA,"yes",1999,5,360,7,NA,NA,21700,555,1.2823,0.0044,1.2866,0.0017,0.814430125,0.407215062,"Cheng et al. 2000",293700,6000,6000,"yes",NA,"yes",NA,NA,"yes","yes"
204,13,"MC-ICP-MS U/Th",17.5,NA,"KS06B-6","calcite",NA,NA,306800,3100,3100,NA,NA,"yes",659,1,2530,50,NA,NA,1018.037656,18.50977557,1.2734,0.002,1.2692,0.0016,0.814430125,0.407215062,"Cheng et al. 2000",306700,3900,3900,"yes",NA,"yes",NA,NA,"yes","yes"
205,13,"MC-ICP-MS U/Th",20,NA,"KS06B-7","calcite",NA,NA,311600,3400,3400,NA,NA,"yes",2013,3,2250,50,NA,NA,3520,74.03910227,1.2843,0.0022,1.2745,0.0016,0.814430125,0.407215062,"Cheng et al. 2000",311600,4200,4200,"yes",NA,"yes",NA,NA,"yes","yes"
206,13,"MC-ICP-MS U/Th",21.5,NA,"KS06B-6","calcite",NA,NA,315000,4500,4500,NA,NA,"yes",1937,3,1340,30,NA,NA,5589.952221,111.0586534,1.2664,0.0031,1.2579,0.0016,0.814430125,0.407215062,"Cheng et al. 2000",314900,5600,5600,"yes",NA,"yes",NA,NA,"yes","yes"
207,13,"MC-ICP-MS U/Th",22.5,NA,"KS06B-8","calcite",NA,NA,316600,3600,3600,NA,NA,"yes",488,1,388,8,NA,NA,4923.600301,111.0586534,1.2832,0.0023,1.2702,0.0016,0.814430125,0.407215062,"Cheng et al. 2000",316500,4600,4600,"yes",NA,"yes",NA,NA,"yes","yes"
208,13,"MC-ICP-MS U/Th",26,NA,"KS06B-9","calcite",NA,NA,316900,3600,3600,NA,NA,"yes",674,1,373,8,NA,NA,6941.165838,148.0782045,1.2568,0.002,1.2489,0.0017,0.814430125,0.407215062,"Cheng et al. 2000",316800,4500,4500,"yes",NA,"yes",NA,NA,"yes","yes"
209,13,"MC-ICP-MS U/Th",29,NA,"KS06B-11","calcite",NA,NA,319700,4100,4100,NA,NA,"yes",1074,1,520,10,NA,NA,7718.576412,166.5879801,1.2357,0.0021,1.2303,0.0018,0.814430125,0.407215062,"Cheng et al. 2000",319700,5100,5100,"yes",NA,"yes",NA,NA,"yes","yes"
210,13,"MC-ICP-MS U/Th",31,NA,"KS06B-12","calcite",NA,NA,324200,3700,3700,NA,NA,"yes",1607,2,490,10,NA,NA,12160.92255,240.6270824,1.2231,0.002,1.2176,0.0014,0.814430125,0.407215062,"Cheng et al. 2000",324200,4700,4700,"yes",NA,"yes",NA,NA,"yes","yes"
211,13,"MC-ICP-MS U/Th",34,NA,"KS06B-13","calcite",NA,NA,332700,4600,4600,NA,NA,"yes",2404,3,2520,50,NA,NA,3498.347582,74.03910227,1.2008,0.0022,1.1954,0.0016,0.814430125,0.407215062,"Cheng et al. 2000",332600,5800,5800,"yes",NA,"yes",NA,NA,"yes","yes"
212,13,"MC-ICP-MS U/Th",36.8,NA,"KS06B-5","calcite",NA,NA,365100,6000,6000,NA,NA,"yes",2456,4,3670,40,NA,NA,2739.446784,37.01955113,1.3354,0.003,1.2846,0.0014,0.814430125,0.407215062,"Cheng et al. 2000",365000,7500,7500,"yes",NA,"yes",NA,NA,"yes","yes"
213,13,"MC-ICP-MS U/Th",39,NA,"KS06B-15","calcite",NA,NA,377300,6000,6000,NA,NA,"yes",2104,3,3090,60,NA,NA,2665.407682,55.5293267,1.286,0.0022,1.2418,0.0015,0.814430125,0.407215062,"Cheng et al. 2000",377200,7500,7500,"yes",NA,"yes",NA,NA,"yes","yes"
214,13,"MC-ICP-MS U/Th",41,NA,"KS06B-19","calcite",NA,NA,384500,5800,5800,NA,NA,"yes",1984,2,3000,60,NA,NA,2609.878355,55.5293267,1.288,0.0018,1.2407,0.0015,0.814430125,0.407215062,"Cheng et al. 2000",384400,7300,7300,"yes",NA,"yes",NA,NA,"yes","yes"
215,13,"MC-ICP-MS U/Th",43,NA,"KS06B-20","calcite",NA,NA,392500,6700,6700,NA,NA,"yes",1830,2,1880,40,NA,NA,3646.425787,74.03910227,1.2221,0.0017,1.1883,0.0015,0.814430125,0.407215062,"Cheng et al. 2000",392500,8400,8400,"yes",NA,"yes",NA,NA,"yes","yes"
216,13,"MC-ICP-MS U/Th",46.6,NA,"KS06B-6","calcite",NA,NA,416000,10000,10000,NA,NA,"yes",2456,4,10300,100,NA,NA,888.4692272,9.254887784,1.2204,0.0028,1.1806,0.0013,0.814430125,0.407215062,"Cheng et al. 2000",416000,13000,13000,"yes",NA,"yes",NA,NA,"yes","yes"
217,13,"MC-ICP-MS U/Th",49,NA,"KS06B-18","calcite",NA,NA,440000,12000,12000,NA,NA,"yes",1468,2,1430,30,NA,NA,3868.543094,74.03910227,1.2317,0.0024,1.1839,0.0014,0.814430125,0.407215062,"Cheng et al. 2000",440000,15000,15000,"yes",NA,"yes",NA,NA,"yes","yes"
218,13,"MC-ICP-MS U/Th",50,NA,"KS06B-22","calcite",NA,NA,457000,11000,11000,NA,NA,"yes",760,1,670,20,NA,NA,4275.758156,92.54887784,1.2428,0.0016,1.189,0.0014,0.814430125,0.407215062,"Cheng et al. 2000",456000,13000,13000,"yes",NA,"yes",NA,NA,"yes","yes"
219,14,"MC-ICP-MS U/Th",1.2,NA,"KS08-1-H1","calcite",NA,NA,710,60,60,NA,NA,"yes",183,0.4,3620,70,NA,NA,2.036075312,0.185097756,0.0134,0.0011,2.049,0.0027,0.814430125,0.203607531,"Cheng et al. 2000",400,100,100,"yes","yes",NA,NA,NA,"yes","yes"
220,14,"MC-ICP-MS U/Th",7.1,NA,"KS08-1-H4","calcite",NA,NA,1640,90,90,NA,NA,"yes",159.7,0.2,1260,30,NA,NA,11.84625636,0.740391023,0.0306,0.0017,2.0477,0.0034,0.814430125,0.203607531,"Cheng et al. 2000",1470,100,100,"yes","yes",NA,NA,NA,"yes","yes"
221,14,"MC-ICP-MS U/Th",11,NA,"KS08-1-H7(i)","calcite",NA,NA,6620,200,200,NA,NA,"yes",190.4,0.4,57000,1000,NA,NA,1.258664739,0.037019551,0.122,0.0037,2.0621,0.0029,0.814430125,0.203607531,"Cheng et al. 2000",2300,1500,1500,"yes","yes",NA,NA,NA,"yes","yes"
222,14,"MC-ICP-MS U/Th",14.4,NA,"KS08-1-H2","calcite",NA,NA,3770,30,30,NA,NA,"yes",427.6,0.9,16400,300,NA,NA,5.55293267,0.185097756,0.07,6e-04,2.0526,0.0032,0.814430125,0.203607531,"Cheng et al. 2000",3200,200,200,"yes","yes",NA,NA,NA,"yes","yes"
223,15,"Event; hiatus",34.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"yes",NA,"yes","yes","yes"
224,15,"Event; hiatus",38.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"yes",NA,"yes","yes","yes"
225,15,"MC-ICP-MS U/Th",1,NA,"KS08-1-I","calcite",NA,NA,75500,400,400,NA,NA,"yes",704,2,3600,70,NA,NA,457.1914565,9.254887784,0.7668,0.0029,1.4854,0.0017,0.814430125,0.407215062,"Cheng et al. 2000",75400,500,500,"yes",NA,"yes",NA,"yes","yes","yes"
226,15,"MC-ICP-MS U/Th",1.5,NA,"KS08-1-1-2","calcite",NA,NA,79500,400,400,NA,NA,"yes",1837,5,2500,50,NA,NA,1776.938454,37.01955113,0.7993,0.0024,1.4925,0.0021,0.814430125,0.407215062,"Cheng et al. 2000",79400,500,500,"yes",NA,"yes",NA,"yes","yes","yes"
227,15,"MC-ICP-MS U/Th",3,NA,"KS08-1-II","calcite",NA,NA,81900,500,500,NA,NA,"yes",3521,10,3880,80,NA,NA,2239.682844,55.5293267,0.8074,0.0033,1.4763,0.0017,0.814430125,0.407215062,"Cheng et al. 2000",81900,600,600,"yes",NA,"yes",NA,"yes","yes","yes"
228,15,"MC-ICP-MS U/Th",4,NA,"KS08-1-IV","calcite",NA,NA,82800,500,500,NA,NA,"yes",43800,20,6100,100,NA,NA,1795.44823,37.01955113,0.8157,0.0036,1.4809,0.0018,0.814430125,0.407215062,"Cheng et al. 2000",82700,700,700,"yes",NA,"yes",NA,"yes","yes","yes"
229,15,"MC-ICP-MS U/Th",5,NA,"KS08-1-III","calcite",NA,NA,83400,500,500,NA,NA,"yes",2889,8,44700,900,NA,NA,181.3958006,3.701955113,0.9184,0.0037,1.6469,0.0018,0.814430125,0.407215062,"Cheng et al. 2000",83100,600,600,"yes",NA,"yes",NA,"yes","yes","yes"
230,15,"MC-ICP-MS U/Th",5.3,NA,"KS08-1-1","calcite",NA,NA,93000,400,400,NA,NA,"yes",228.3,0.3,30800,600,NA,NA,26.28388131,0.555293267,1.1578,0.003,1.9071,0.0019,0.814430125,0.407215062,"Cheng et al. 2000",91100,1700,1700,"yes",NA,"yes",NA,"yes","yes","yes"
231,15,"MC-ICP-MS U/Th",8.5,NA,"KS08-1-T","calcite",NA,NA,95000,400,400,NA,NA,"yes",202.6,0.3,5410,60,NA,NA,141.2295876,1.480782045,1.2355,0.0032,1.9991,0.0028,0.814430125,0.407215062,"Cheng et al. 2000",94600,600,600,"yes",NA,"yes",NA,"yes","yes","yes"
232,15,"MC-ICP-MS U/Th",12.2,NA,"KS08-1-2","calcite",NA,NA,97400,300,300,NA,NA,"yes",485.9,0.6,4620,90,NA,NA,379.4503991,7.403910227,1.1832,0.0022,1.8899,0.0017,0.814430125,0.407215062,"Cheng et al. 2000",97200,400,400,"yes",NA,"yes",NA,"yes","yes","yes"
233,15,"MC-ICP-MS U/Th",18,NA,"KS08-1-3","calcite",NA,NA,99200,300,300,NA,NA,"yes",363.4,0.5,2000,40,NA,NA,549.7403344,11.10586534,0.9926,0.0019,1.5855,0.0015,0.814430125,0.407215062,"Cheng et al. 2000",99100,400,400,"yes",NA,"yes",NA,"yes","yes","yes"
